Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	HGNC symbol
ENSG00000178999	ENSG00000178999.13	9212	AURKB
ENSG00000104218	ENSG00000104218.16	79848	CSPP1
ENSG00000204396	ENSG00000204396.11	80737	VWA7
ENSG00000109255	ENSG00000109255.11	10874	NMU
ENSG00000213625	ENSG00000213625.9	54741	LEPROT
ENSG00000135249	ENSG00000135249.8	60561	RINT1
ENSG00000064115	ENSG00000064115.11	51768	TM7SF3
ENSG00000197483	ENSG00000197483.10	89887	ZNF628
ENSG00000255192	ENSG00000255192.6	388112	NANOGP8
ENSG00000090971	ENSG00000090971.5	57106	NAT14
ENSG00000213722	ENSG00000213722.10	23564	DDAH2
ENSG00000188158	ENSG00000188158.17	4810	NHS
ENSG00000158966	ENSG00000158966.16	57685	CACHD1
ENSG00000137872	ENSG00000137872.17	80031	SEMA6D
ENSG00000179954	ENSG00000179954.16	284297	SSC5D
ENSG00000068697	ENSG00000068697.7	9741	LAPTM4A
ENSG00000147145	ENSG00000147145.14	2846	LPAR4
ENSG00000159496	ENSG00000159496.15	266747	RGL4
ENSG00000156531	ENSG00000156531.18	84295	PHF6
ENSG00000166002	ENSG00000166002.7	56935	SMCO4
ENSG00000187550	ENSG00000187550.9	646643	SBK2
ENSG00000172590	ENSG00000172590.18	122704	MRPL52
ENSG00000276581	ENSG00000276581.3	727905	SPATA31A5
ENSG00000231274	ENSG00000231274.5	100130827	SBK3
ENSG00000164124	ENSG00000164124.11	55314	TMEM144
ENSG00000218891	ENSG00000218891.5	163033	ZNF579
ENSG00000154678	ENSG00000154678.18	5137	PDE1C
ENSG00000260220	ENSG00000260220.7	399693	CCDC187
ENSG00000143995	ENSG00000143995.20	4211	MEIS1
ENSG00000179943	ENSG00000179943.8	84922	FIZ1
ENSG00000149380	ENSG00000149380.12	283208	P4HA3
ENSG00000175077	ENSG00000175077.6	132112	RTP1
ENSG00000203965	ENSG00000203965.13	84455	EFCAB7
ENSG00000171443	ENSG00000171443.7	147807	ZNF524
ENSG00000166226	ENSG00000166226.13	10576	CCT2
ENSG00000179922	ENSG00000179922.6	147808	ZNF784
ENSG00000024048	ENSG00000024048.11	23304	UBR2
ENSG00000213015	ENSG00000213015.9	51157	ZNF580
ENSG00000169359	ENSG00000169359.16	9197	SLC33A1
ENSG00000153898	ENSG00000153898.13	255231	MCOLN2
ENSG00000119314	ENSG00000119314.16	9991	PTBP3
ENSG00000171425	ENSG00000171425.10	51545	ZNF581
ENSG00000205358	ENSG00000205358.4	4496	MT1H
ENSG00000173581	ENSG00000173581.8	29903	CCDC106
ENSG00000178921	ENSG00000178921.14	5198	PFAS
ENSG00000187792	ENSG00000187792.5	7621	ZNF70
ENSG00000087250	ENSG00000087250.9	4504	MT3
ENSG00000112619	ENSG00000112619.8	5961	PRPH2
ENSG00000128218	ENSG00000128218.8	29802	VPREB3
ENSG00000124659	ENSG00000124659.7	6903	TBCC
ENSG00000165704	ENSG00000165704.15	3251	HPRT1
ENSG00000169314	ENSG00000169314.15	150248	C22orf15
ENSG00000185615	ENSG00000185615.16	64714	PDIA2
ENSG00000112357	ENSG00000112357.14	5191	PEX7
ENSG00000196553	ENSG00000196553.15	440184	CCDC196
ENSG00000206199	ENSG00000206199.11	389161	ANKUB1
ENSG00000117069	ENSG00000117069.15	81849	ST6GALNAC5
ENSG00000083168	ENSG00000083168.11	7994	KAT6A
ENSG00000182944	ENSG00000182944.18	2130	EWSR1
ENSG00000063245	ENSG00000063245.15	29924	EPN1
ENSG00000169903	ENSG00000169903.7	7104	TM4SF4
ENSG00000125703	ENSG00000125703.15	84938	ATG4C
ENSG00000086062	ENSG00000086062.13	2683	B4GALT1
ENSG00000152558	ENSG00000152558.15	114908	TMEM123
ENSG00000006327	ENSG00000006327.14	51330	TNFRSF12A
ENSG00000170965	ENSG00000170965.10	10761	PLAC1
ENSG00000182747	ENSG00000182747.5	340146	SLC35D3
ENSG00000177108	ENSG00000177108.5	283576	ZDHHC22
ENSG00000242574	ENSG00000242574.9	3109	HLA-DMB
ENSG00000121853	ENSG00000121853.4	2693	GHSR
ENSG00000156504	ENSG00000156504.17	159090	PABIR2
ENSG00000172086	ENSG00000172086.9	51315	KRCC1
ENSG00000100577	ENSG00000100577.19	2954	GSTZ1
ENSG00000103145	ENSG00000103145.11	54985	HCFC1R1
ENSG00000184731	ENSG00000184731.6	642273	FAM110C
ENSG00000174948	ENSG00000174948.6	344758	GPR149
ENSG00000106692	ENSG00000106692.15	2218	FKTN
ENSG00000125434	ENSG00000125434.11	399512	SLC25A35
ENSG00000074201	ENSG00000074201.9	1207	CLNS1A
ENSG00000248993	ENSG00000248993.1		
ENSG00000185792	ENSG00000185792.10	338321	NLRP9
ENSG00000204257	ENSG00000204257.15	3108	HLA-DMA
ENSG00000115507	ENSG00000115507.10	5013	OTX1
ENSG00000163659	ENSG00000163659.13	25976	TIPARP
ENSG00000229292	ENSG00000229292.2	729974	RFPL4AL1
ENSG00000173960	ENSG00000173960.14	165324	UBXN2A
ENSG00000108961	ENSG00000108961.14	29098	RANGRF
ENSG00000130005	ENSG00000130005.13	2593	GAMT
ENSG00000154007	ENSG00000154007.7	127247	ASB17
ENSG00000204256	ENSG00000204256.14	6046	BRD2
ENSG00000181938	ENSG00000181938.14	64785	GINS3
ENSG00000198844	ENSG00000198844.12	22899	ARHGEF15
ENSG00000162618	ENSG00000162618.15	64123	ADGRL4
ENSG00000135973	ENSG00000135973.3	11250	GPR45
ENSG00000138764	ENSG00000138764.15	901	CCNG2
ENSG00000103227	ENSG00000103227.19	64788	LMF1
ENSG00000013293	ENSG00000013293.6	57709	SLC7A14
ENSG00000171094	ENSG00000171094.18	238	ALK
ENSG00000179104	ENSG00000179104.9	160335	TMTC2
ENSG00000071626	ENSG00000071626.17	26528	DAZAP1
ENSG00000184650	ENSG00000184650.11	146852	ODF4
ENSG00000172943	ENSG00000172943.21	23133	PHF8
ENSG00000150687	ENSG00000150687.12	11098	PRSS23
ENSG00000263809	ENSG00000263809.1		
ENSG00000161970	ENSG00000161970.15	6154	RPL26
ENSG00000157005	ENSG00000157005.4	6750	SST
ENSG00000147912	ENSG00000147912.13	26267	FBXO10
ENSG00000158258	ENSG00000158258.16	64084	CLSTN2
ENSG00000205356	ENSG00000205356.10	25851	TECPR1
ENSG00000136044	ENSG00000136044.12	55198	APPL2
ENSG00000166900	ENSG00000166900.17	6809	STX3
ENSG00000145428	ENSG00000145428.15	285533	RNF175
ENSG00000256966	ENSG00000256966.6		
ENSG00000159387	ENSG00000159387.8	79190	IRX6
ENSG00000100580	ENSG00000100580.8	283578	TMED8
ENSG00000114796	ENSG00000114796.16	54800	KLHL24
ENSG00000070718	ENSG00000070718.12	10947	AP3M2
ENSG00000175768	ENSG00000175768.13	401505	TOMM5
ENSG00000067836	ENSG00000067836.13	79641	ROGDI
ENSG00000131233	ENSG00000131233.10	81025	GJA9
ENSG00000183828	ENSG00000183828.15	256281	NUDT14
ENSG00000161973	ENSG00000161973.11	146849	CCDC42
ENSG00000255872	ENSG00000255872.3		
ENSG00000070601	ENSG00000070601.10	22844	FRMPD1
ENSG00000164169	ENSG00000164169.13	90826	PRMT9
ENSG00000188786	ENSG00000188786.10	4520	MTF1
ENSG00000119559	ENSG00000119559.17	148223	C19orf25
ENSG00000185156	ENSG00000185156.6	162387	MFSD6L
ENSG00000276231	ENSG00000276231.5	146850	PIK3R6
ENSG00000137941	ENSG00000137941.17	79739	TTLL7
ENSG00000071655	ENSG00000071655.18	53615	MBD3
ENSG00000136514	ENSG00000136514.3	64108	RTP4
ENSG00000165275	ENSG00000165275.10	158234	TRMT10B
ENSG00000065320	ENSG00000065320.9	9423	NTN1
ENSG00000285938	ENSG00000285938.1		
ENSG00000177683	ENSG00000177683.14	168451	THAP5
ENSG00000177432	ENSG00000177432.8	266812	NAP1L5
ENSG00000163235	ENSG00000163235.16	7039	TGFA
ENSG00000170310	ENSG00000170310.15	9482	STX8
ENSG00000174804	ENSG00000174804.4	8322	FZD4
ENSG00000171557	ENSG00000171557.17	2266	FGG
ENSG00000104368	ENSG00000104368.19	5327	PLAT
ENSG00000109944	ENSG00000109944.11	79864	JHY
ENSG00000144730	ENSG00000144730.19	54756	IL17RD
ENSG00000165807	ENSG00000165807.8	145376	PPP1R36
ENSG00000135185	ENSG00000135185.12	79161	TMEM243
ENSG00000155666	ENSG00000155666.12	79831	KDM8
ENSG00000057704	ENSG00000057704.13	57458	TMCC3
ENSG00000166596	ENSG00000166596.15	146845	CFAP52
ENSG00000180992	ENSG00000180992.7	64928	MRPL14
ENSG00000115266	ENSG00000115266.12	10297	APC2
ENSG00000168658	ENSG00000168658.19	200403	VWA3B
ENSG00000137216	ENSG00000137216.19	55362	TMEM63B
ENSG00000126822	ENSG00000126822.18	26030	PLEKHG3
ENSG00000258102	ENSG00000258102.5	643246	MAP1LC3B2
ENSG00000106355	ENSG00000106355.10	23658	LSM5
ENSG00000151233	ENSG00000151233.11	283464	GXYLT1
ENSG00000186642	ENSG00000186642.16	5138	PDE2A
ENSG00000140623	ENSG00000140623.14	124404	SEPTIN12
ENSG00000107371	ENSG00000107371.14	51010	EXOSC3
ENSG00000151458	ENSG00000151458.12	57182	ANKRD50
ENSG00000066135	ENSG00000066135.13	9682	KDM4A
ENSG00000122741	ENSG00000122741.16	79269	DCAF10
ENSG00000170776	ENSG00000170776.22	11214	AKAP13
ENSG00000012822	ENSG00000012822.16	57658	CALCOCO1
ENSG00000100364	ENSG00000100364.19	23313	KIAA0930
ENSG00000154914	ENSG00000154914.17	124739	USP43
ENSG00000077684	ENSG00000077684.16	79960	JADE1
ENSG00000070182	ENSG00000070182.21	6710	SPTB
ENSG00000122696	ENSG00000122696.14	92014	SLC25A51
ENSG00000184083	ENSG00000184083.12	54954	FAM120C
ENSG00000107338	ENSG00000107338.10	6461	SHB
ENSG00000155719	ENSG00000155719.18	146183	OTOA
ENSG00000013275	ENSG00000013275.8	5704	PSMC4
ENSG00000184347	ENSG00000184347.15	6586	SLIT3
ENSG00000137225	ENSG00000137225.13	11131	CAPN11
ENSG00000126878	ENSG00000126878.13	83543	AIF1L
ENSG00000284895	ENSG00000284895.1		
ENSG00000138246	ENSG00000138246.17	23317	DNAJC13
ENSG00000117174	ENSG00000117174.11	54680	ZNHIT6
ENSG00000106367	ENSG00000106367.15	1174	AP1S1
ENSG00000188937	ENSG00000188937.7	60506	NYX
ENSG00000100373	ENSG00000100373.10	7380	UPK3A
ENSG00000269556	ENSG00000269556.9	84548	TMEM185A
ENSG00000065325	ENSG00000065325.13	9340	GLP2R
ENSG00000100376	ENSG00000100376.12	55007	FAM118A
ENSG00000171453	ENSG00000171453.20	9533	POLR1C
ENSG00000187187	ENSG00000187187.14	339327	ZNF546
ENSG00000184313	ENSG00000184313.20	374977	MROH7
ENSG00000106397	ENSG00000106397.12	8985	PLOD3
ENSG00000134597	ENSG00000134597.17	51634	RBMX2
ENSG00000009830	ENSG00000009830.13	29954	POMT2
ENSG00000196090	ENSG00000196090.13	11122	PTPRT
ENSG00000115875	ENSG00000115875.19	6432	SRSF7
ENSG00000077935	ENSG00000077935.17	27127	SMC1B
ENSG00000050555	ENSG00000050555.19	10319	LAMC3
ENSG00000109047	ENSG00000109047.8	5957	RCVRN
ENSG00000128000	ENSG00000128000.17	163131	ZNF780B
ENSG00000181433	ENSG00000181433.11	55511	SAGE1
ENSG00000171659	ENSG00000171659.16	2857	GPR34
ENSG00000006788	ENSG00000006788.14	8735	MYH13
ENSG00000128408	ENSG00000128408.9	26150	RIBC2
ENSG00000196110	ENSG00000196110.8	374879	ZNF699
ENSG00000126733	ENSG00000126733.22	117154	DACH2
ENSG00000198028	ENSG00000198028.4	147741	ZNF560
ENSG00000077942	ENSG00000077942.19	2192	FBLN1
ENSG00000163629	ENSG00000163629.13	5783	PTPN13
ENSG00000275163	ENSG00000275163.1		
ENSG00000130717	ENSG00000130717.13	83549	UCK1
ENSG00000267710	ENSG00000267710.9	100506374	EDDM13
ENSG00000152422	ENSG00000152422.16	7518	XRCC4
ENSG00000113924	ENSG00000113924.12	3081	HGD
ENSG00000133020	ENSG00000133020.4	4626	MYH8
ENSG00000135218	ENSG00000135218.19	948	CD36
ENSG00000102034	ENSG00000102034.18	2000	ELF4
ENSG00000145494	ENSG00000145494.12	4726	NDUFS6
ENSG00000169900	ENSG00000169900.8	260434	PYDC1
ENSG00000198440	ENSG00000198440.9	147949	ZNF583
ENSG00000261052	ENSG00000261052.6	6818	SULT1A3
ENSG00000261052	ENSG00000261052.6	124907837	SULT1A3
ENSG00000132911	ENSG00000132911.5	56923	NMUR2
ENSG00000149679	ENSG00000149679.12	81928	CABLES2
ENSG00000147202	ENSG00000147202.19	1730	DIAPH2
ENSG00000163121	ENSG00000163121.10	93082	NEURL3
ENSG00000080371	ENSG00000080371.6	23011	RAB21
ENSG00000069018	ENSG00000069018.19	57113	TRPC7
ENSG00000173557	ENSG00000173557.15	339778	FAM166C
ENSG00000080573	ENSG00000080573.7	50509	COL5A3
ENSG00000137207	ENSG00000137207.12	25844	YIPF3
ENSG00000070501	ENSG00000070501.12	5423	POLB
ENSG00000106991	ENSG00000106991.14	2022	ENG
ENSG00000163389	ENSG00000163389.12	56983	POGLUT1
ENSG00000135638	ENSG00000135638.14	2016	EMX1
ENSG00000197565	ENSG00000197565.17	1288	COL4A6
ENSG00000264424	ENSG00000264424.1	4622	MYH4
ENSG00000165972	ENSG00000165972.13	120935	CCDC38
ENSG00000122420	ENSG00000122420.10	5737	PTGFR
ENSG00000124237	ENSG00000124237.6	128602	C20orf85
ENSG00000155890	ENSG00000155890.4	287015	TRIM42
ENSG00000143013	ENSG00000143013.13	8543	LMO4
ENSG00000162869	ENSG00000162869.16	129285	PPP1R21
ENSG00000175643	ENSG00000175643.10	116028	RMI2
ENSG00000124227	ENSG00000124227.6	140731	ANKRD60
ENSG00000182379	ENSG00000182379.10	11247	NXPH4
ENSG00000101017	ENSG00000101017.15	958	CD40
ENSG00000109061	ENSG00000109061.10	4619	MYH1
ENSG00000178279	ENSG00000178279.4	7142	TNP2
ENSG00000111252	ENSG00000111252.11	10019	SH2B3
ENSG00000178257	ENSG00000178257.4	58531	PRM3
ENSG00000080511	ENSG00000080511.5	50700	RDH8
ENSG00000196083	ENSG00000196083.10	3556	IL1RAP
ENSG00000122304	ENSG00000122304.11	5620	PRM2
ENSG00000134748	ENSG00000134748.13	84950	PRPF38A
ENSG00000137822	ENSG00000137822.13	27229	TUBGCP4
ENSG00000130813	ENSG00000130813.18	55337	SHFL
ENSG00000175646	ENSG00000175646.4	5619	PRM1
ENSG00000124571	ENSG00000124571.18	57510	XPO5
ENSG00000142892	ENSG00000142892.15	10026	PIGK
ENSG00000243414	ENSG00000243414.6	353376	TICAM2
ENSG00000184602	ENSG00000184602.6	8303	SNN
ENSG00000205572	ENSG00000205572.10	8293	SERF1B
ENSG00000205572	ENSG00000205572.10	728492	SERF1B
ENSG00000139651	ENSG00000139651.11	283337	ZNF740
ENSG00000284512	ENSG00000284512.1		
ENSG00000166454	ENSG00000166454.10	23300	ATMIN
ENSG00000124159	ENSG00000124159.17	8785	MATN4
ENSG00000243207	ENSG00000243207.6	692312	PPAN-P2RY11
ENSG00000106992	ENSG00000106992.19	203	AK1
ENSG00000260643	ENSG00000260643.2		
ENSG00000012504	ENSG00000012504.15	9971	NR1H4
ENSG00000184394	ENSG00000184394.3	390437	OR4N5
ENSG00000184005	ENSG00000184005.11	256435	ST6GALNAC3
ENSG00000142208	ENSG00000142208.18	207	AKT1
ENSG00000135074	ENSG00000135074.16	8728	ADAM19
ENSG00000140905	ENSG00000140905.11	2653	GCSH
ENSG00000125414	ENSG00000125414.19	4620	MYH2
ENSG00000130810	ENSG00000130810.20	56342	PPAN
ENSG00000197273	ENSG00000197273.4	2980	GUCA2A
ENSG00000104371	ENSG00000104371.5	27121	DKK4
ENSG00000170734	ENSG00000170734.12	5429	POLH
ENSG00000078668	ENSG00000078668.14	7419	VDAC3
ENSG00000244165	ENSG00000244165.2	5032	P2RY11
ENSG00000166143	ENSG00000166143.10	54866	PPP1R14D
ENSG00000130811	ENSG00000130811.12	8666	EIF3G
ENSG00000196839	ENSG00000196839.14	100	ADA
ENSG00000135697	ENSG00000135697.10	53630	BCO1
ENSG00000257524	ENSG00000257524.6	30815	
ENSG00000178718	ENSG00000178718.7	54913	RPP25
ENSG00000172432	ENSG00000172432.19	54676	GTPBP2
ENSG00000185823	ENSG00000185823.5	23742	NPAP1
ENSG00000116641	ENSG00000116641.18	85440	DOCK7
ENSG00000129003	ENSG00000129003.19	54832	VPS13C
ENSG00000136840	ENSG00000136840.19	27090	ST6GALNAC4
ENSG00000135951	ENSG00000135951.16	80705	TSGA10
ENSG00000090857	ENSG00000090857.14	55066	PDPR
ENSG00000090857	ENSG00000090857.14	124907803	PDPR
ENSG00000124688	ENSG00000124688.14	9587	MAD2L1BP
ENSG00000172426	ENSG00000172426.16	221421	RSPH9
ENSG00000167103	ENSG00000167103.12	138429	PIP5KL1
ENSG00000096088	ENSG00000096088.16	5225	PGC
ENSG00000145868	ENSG00000145868.17	81545	FBXO38
ENSG00000183665	ENSG00000183665.5	55039	TRMT12
ENSG00000137714	ENSG00000137714.3	2230	FDX1
ENSG00000170881	ENSG00000170881.5	11236	RNF139
ENSG00000058866	ENSG00000058866.15	1608	DGKG
ENSG00000147687	ENSG00000147687.19	83940	TATDN1
ENSG00000137218	ENSG00000137218.10	10817	FRS3
ENSG00000124593	ENSG00000124593.16		
ENSG00000137699	ENSG00000137699.17	23650	TRIM29
ENSG00000136908	ENSG00000136908.18	8818	DPM2
ENSG00000267534	ENSG00000267534.4	9294	S1PR2
ENSG00000278224	ENSG00000278224.7	29964	PRICKLE4
ENSG00000105364	ENSG00000105364.14	51073	MRPL4
ENSG00000109063	ENSG00000109063.15	4621	MYH3
ENSG00000167106	ENSG00000167106.12	399665	FAM102A
ENSG00000223496	ENSG00000223496.3	118460	EXOSC6
ENSG00000156508	ENSG00000156508.19	1915	EEF1A1
ENSG00000157349	ENSG00000157349.17	11269	DDX19B
ENSG00000221977	ENSG00000221977.3	26686	OR4E2
ENSG00000184887	ENSG00000184887.14	90135	BTBD6
ENSG00000176198	ENSG00000176198.4	390442	OR11H4
ENSG00000198513	ENSG00000198513.14	51062	ATL1
ENSG00000151135	ENSG00000151135.10	90488	TMEM263
ENSG00000165471	ENSG00000165471.7	4153	MBL2
ENSG00000158122	ENSG00000158122.12	195827	PRXL2C
ENSG00000023839	ENSG00000023839.12	1244	ABCC2
ENSG00000196597	ENSG00000196597.13	158431	ZNF782
ENSG00000100473	ENSG00000100473.18	1690	COCH
ENSG00000133028	ENSG00000133028.12	6341	SCO1
ENSG00000188152	ENSG00000188152.13	441457	NUTM2G
ENSG00000091039	ENSG00000091039.17	114882	OSBPL8
ENSG00000090339	ENSG00000090339.9	3383	ICAM1
ENSG00000172578	ENSG00000172578.12	89857	KLHL6
ENSG00000170222	ENSG00000170222.12	56985	ADPRM
ENSG00000187824	ENSG00000187824.9	388335	TMEM220
ENSG00000135953	ENSG00000135953.11	84804	MFSD9
ENSG00000119421	ENSG00000119421.7	4702	NDUFA8
ENSG00000105371	ENSG00000105371.10	3386	ICAM4
ENSG00000185681	ENSG00000185681.13	254956	MORN5
ENSG00000123594	ENSG00000123594.7	92552	ATXN3L
ENSG00000205642	ENSG00000205642.11	425054	VCX3B
ENSG00000145451	ENSG00000145451.13	8001	GLRA3
ENSG00000260234	ENSG00000260234.5		
ENSG00000105376	ENSG00000105376.5	7087	ICAM5
ENSG00000119446	ENSG00000119446.14	92400	RBM18
ENSG00000017483	ENSG00000017483.16	92745	SLC38A5
ENSG00000175213	ENSG00000175213.3	79797	ZNF408
ENSG00000276430	ENSG00000276430.3	644054	FAM25C
ENSG00000115665	ENSG00000115665.9	60482	SLC5A7
ENSG00000148187	ENSG00000148187.18	92399	MRRF
ENSG00000220201	ENSG00000220201.7	100125288	ZGLP1
ENSG00000233670	ENSG00000233670.7	644139	PIRT
ENSG00000163638	ENSG00000163638.13	56999	ADAMTS9
ENSG00000215218	ENSG00000215218.4	134111	UBE2QL1
ENSG00000182333	ENSG00000182333.15	8513	LIPF
ENSG00000267303	ENSG00000267303.1		
ENSG00000188803	ENSG00000188803.15	388336	SHISA6
ENSG00000161847	ENSG00000161847.14	125950	RAVER1
ENSG00000037474	ENSG00000037474.15	54888	NSUN2
ENSG00000196914	ENSG00000196914.9	23365	ARHGEF12
ENSG00000164117	ENSG00000164117.14	26269	FBXO8
ENSG00000147684	ENSG00000147684.10	4715	NDUFB9
ENSG00000125538	ENSG00000125538.12	3553	IL1B
ENSG00000007174	ENSG00000007174.18	1770	DNAH9
ENSG00000076662	ENSG00000076662.10	3385	ICAM3
ENSG00000160862	ENSG00000160862.13	563	AZGP1
ENSG00000169059	ENSG00000169059.13	51481	VCX3A
ENSG00000064205	ENSG00000064205.11	8839	CCN5
ENSG00000170873	ENSG00000170873.19	9788	MTSS1
ENSG00000133142	ENSG00000133142.19	79921	TCEAL4
ENSG00000173239	ENSG00000173239.14	340654	LIPM
ENSG00000150938	ENSG00000150938.10	51232	CRIM1
ENSG00000167098	ENSG00000167098.12	140732	SUN5
ENSG00000198482	ENSG00000198482.14	388558	ZNF808
ENSG00000196792	ENSG00000196792.12	29966	STRN3
ENSG00000107186	ENSG00000107186.17	8777	MPDZ
ENSG00000204020	ENSG00000204020.6	643418	LIPN
ENSG00000196632	ENSG00000196632.11	65267	WNK3
ENSG00000173114	ENSG00000173114.13	54674	LRRN3
ENSG00000107968	ENSG00000107968.10	1326	MAP3K8
ENSG00000213020	ENSG00000213020.10	81856	ZNF611
ENSG00000145545	ENSG00000145545.12	6715	SRD5A1
ENSG00000154447	ENSG00000154447.15	57630	SH3RF1
ENSG00000127920	ENSG00000127920.6	2791	GNG11
ENSG00000078898	ENSG00000078898.7	80341	BPIFB2
ENSG00000119953	ENSG00000119953.14	10285	SMNDC1
ENSG00000163541	ENSG00000163541.12	8802	SUCLG1
ENSG00000075223	ENSG00000075223.14	10512	SEMA3C
ENSG00000112941	ENSG00000112941.14	11044	TENT4A
ENSG00000170390	ENSG00000170390.16	166614	DCLK2
ENSG00000167104	ENSG00000167104.11	128859	BPIFB6
ENSG00000072110	ENSG00000072110.16	87	ACTN1
ENSG00000173548	ENSG00000173548.9	257364	SNX33
ENSG00000198538	ENSG00000198538.11	7576	ZNF28
ENSG00000138166	ENSG00000138166.6	1847	DUSP5
ENSG00000166762	ENSG00000166762.19	117155	CATSPER2
ENSG00000186191	ENSG00000186191.9	149954	BPIFB4
ENSG00000260537	ENSG00000260537.2		
ENSG00000176597	ENSG00000176597.12	84002	B3GNT5
ENSG00000268107	ENSG00000268107.6		
ENSG00000152439	ENSG00000152439.13	374928	ZNF773
ENSG00000168872	ENSG00000168872.17	55308	DDX19A
ENSG00000107951	ENSG00000107951.15	55149	MTPAP
ENSG00000204640	ENSG00000204640.1	129521	NMS
ENSG00000121406	ENSG00000121406.9	256051	ZNF549
ENSG00000185515	ENSG00000185515.16	79184	BRCC3
ENSG00000131050	ENSG00000131050.11	140683	BPIFA2
ENSG00000083817	ENSG00000083817.9	55659	ZNF416
ENSG00000173905	ENSG00000173905.9	27333	GOLIM4
ENSG00000171649	ENSG00000171649.12	284307	ZIK1
ENSG00000143924	ENSG00000143924.19	27436	EML4
ENSG00000122862	ENSG00000122862.5	5552	SRGN
ENSG00000213762	ENSG00000213762.12	7693	ZNF134
ENSG00000265190	ENSG00000265190.7	653145	ANXA8
ENSG00000131059	ENSG00000131059.12	128861	BPIFA3
ENSG00000188725	ENSG00000188725.8	643155	SMIM15
ENSG00000146802	ENSG00000146802.13	64418	TMEM168
ENSG00000121417	ENSG00000121417.14	10520	ZNF211
ENSG00000204394	ENSG00000204394.13	7407	VARS1
ENSG00000169567	ENSG00000169567.13	3094	HINT1
ENSG00000154144	ENSG00000154144.13	84897	TBRG1
ENSG00000104687	ENSG00000104687.14	2936	GSR
ENSG00000067829	ENSG00000067829.20	3421	IDH3G
ENSG00000198183	ENSG00000198183.12	51297	BPIFA1
ENSG00000189164	ENSG00000189164.15	84503	ZNF527
ENSG00000153147	ENSG00000153147.6	8467	SMARCA5
ENSG00000186687	ENSG00000186687.16	90624	LYRM7
ENSG00000204130	ENSG00000204130.14	55680	RUFY2
ENSG00000140262	ENSG00000140262.18	6938	TCF12
ENSG00000152492	ENSG00000152492.15	152137	CCDC50
ENSG00000196437	ENSG00000196437.12	148266	ZNF569
ENSG00000135269	ENSG00000135269.18	26136	TES
ENSG00000157350	ENSG00000157350.13	6483	ST3GAL2
ENSG00000169247	ENSG00000169247.14	79628	SH3TC2
ENSG00000204392	ENSG00000204392.11	57819	LSM2
ENSG00000154957	ENSG00000154957.14	7566	ZNF18
ENSG00000114315	ENSG00000114315.4	3280	HES1
ENSG00000171817	ENSG00000171817.17	163255	ZNF540
ENSG00000121210	ENSG00000121210.16	23240	TMEM131L
ENSG00000204390	ENSG00000204390.10	3305	HSPA1L
ENSG00000157353	ENSG00000157353.17	197258	FCSK
ENSG00000204389	ENSG00000204389.10	3303	HSPA1A
ENSG00000175066	ENSG00000175066.16	256356	GK5
ENSG00000177889	ENSG00000177889.10	7334	UBE2N
ENSG00000204388	ENSG00000204388.7	3304	HSPA1B
ENSG00000172985	ENSG00000172985.11	344558	SH3RF3
ENSG00000125999	ENSG00000125999.11	92747	BPIFB1
ENSG00000196233	ENSG00000196233.14	84458	LCOR
ENSG00000182111	ENSG00000182111.9	441234	ZNF716
ENSG00000065559	ENSG00000065559.15	6416	MAP2K4
ENSG00000144021	ENSG00000144021.3	9391	CIAO1
ENSG00000185448	ENSG00000185448.12	158724	FAM47A
ENSG00000155008	ENSG00000155008.16	139322	APOOL
ENSG00000180479	ENSG00000180479.14	51276	ZNF571
ENSG00000135426	ENSG00000135426.16	9840	TESPA1
ENSG00000135241	ENSG00000135241.17	50640	PNPLA8
ENSG00000267552	ENSG00000267552.6		
ENSG00000104691	ENSG00000104691.16	7993	UBXN8
ENSG00000102024	ENSG00000102024.19	5358	PLS3
ENSG00000198954	ENSG00000198954.9	26128	KIFBP
ENSG00000137642	ENSG00000137642.13	6653	SORL1
ENSG00000198182	ENSG00000198182.13	84775	ZNF607
ENSG00000101391	ENSG00000101391.21	51654	CDK5RAP1
ENSG00000170417	ENSG00000170417.16	130827	TMEM182
ENSG00000171804	ENSG00000171804.11	83889	WDR87
ENSG00000213123	ENSG00000213123.11	255758	DYNLT2B
ENSG00000167600	ENSG00000167600.14	29785	CYP2S1
ENSG00000006744	ENSG00000006744.19	60528	ELAC2
ENSG00000204147	ENSG00000204147.11	653308	ASAH2B
ENSG00000113790	ENSG00000113790.11	1962	EHHADH
ENSG00000204366	ENSG00000204366.4	221527	ZBTB12
ENSG00000204435	ENSG00000204435.15	1460	CSNK2B
ENSG00000167601	ENSG00000167601.12	558	AXL
ENSG00000183513	ENSG00000183513.9	493753	COA5
ENSG00000104695	ENSG00000104695.13	5516	PPP2CB
ENSG00000143891	ENSG00000143891.17	130589	GALM
ENSG00000145863	ENSG00000145863.11	2559	GABRA6
ENSG00000148688	ENSG00000148688.14	10556	RPP30
ENSG00000163959	ENSG00000163959.10	200931	SLC51A
ENSG00000145423	ENSG00000145423.5	6423	SFRP2
ENSG00000133863	ENSG00000133863.9	56154	TEX15
ENSG00000158104	ENSG00000158104.11	3242	HPD
ENSG00000150551	ENSG00000150551.11	116372	LYPD1
ENSG00000168785	ENSG00000168785.8	10098	TSPAN5
ENSG00000130368	ENSG00000130368.7	4142	MAS1
ENSG00000101972	ENSG00000101972.20	10735	STAG2
