"Orthogroup","V1","Entrez"
"OG0005937","XP_417174","418980"
"OG0005938","NP_001006278","418983"
"OG0005939","XP_004938896","100859489"
"OG0005940","NP_001184073","420410"
"OG0005941","NP_001012869","420376"
"OG0005942","XP_025003137","420380"
"OG0005943","XP_417483","419311"
"OG0005944","NP_001186501","420375"
"OG0005945","XP_415584","417313"
"OG0005946","XP_015150728","100857284"
"OG0005947","XP_040505408","417317"
"OG0005948","XP_015150710","768578"
"OG0005949","XP_040505904","417311"
"OG0005950","XP_015150723","417312"
"OG0005951","XP_040505462","427790"
"OG0005952","XP_004950013","101751367"
"OG0005953","NP_001264321","418093"
"OG0005954","NP_001182724","418091"
"OG0005955","XP_040506971","419316"
"OG0005956","NP_001382863","418092"
"OG0005957","NP_001004384","418090"
"OG0005958","NP_001001298","408024"
"OG0005959","XP_425487","427914"
"OG0005960","NP_989620","374163"
"OG0005961","NP_001264312","418085"
"OG0005963","NP_001006296","419317"
"OG0005964","NP_001026654","427913"
"OG0005966","XP_003640457","418075"
"OG0005967","XP_015141401","425052"
"OG0005968","NP_001308419","418071"
"OG0005969","NP_001006244","418068"
"OG0005970","XP_004937867","418067"
"OG0005971","XP_015143383","771493"
"OG0005972","XP_004937864","418065"
"OG0005973","NP_001026038","419318"
"OG0005974","XP_004937863","427912"
"OG0005975","NP_990818","396483"
"OG0005976","NP_001185681","428315"
"OG0005977","XP_003640437","100857420"
"OG0005978","NP_001004383","418062"
"OG0005979","XP_040512460","418059"
"OG0005980","NP_990475","396049"
"OG0005981","NP_990675","396287"
"OG0005982","XP_417493","419321"
"OG0005983","XP_416293","418057"
"OG0005984","NP_001161224","418056"
"OG0005985","XP_040512307","418055"
"OG0005986","NP_001383294","426978"
"OG0005987","XP_001234643","771356"
"OG0005988","NP_001264309","418053"
"OG0005990","XP_417497","419327"
"OG0005991","NP_001034361","418052"
"OG0005992","XP_015140825","418048"
"OG0005993","XP_040512185","418047"
"OG0005994","XP_025011171","418046"
"OG0005997","NP_001019754","427907"
"OG0005998","NP_001026664","428168"
"OG0005999","XP_004937804","427906"
"OG0006000","XP_416278","418042"
"OG0006001","XP_025011161","418040"
"OG0006002","XP_040512127","425107"
"OG0006003","XP_004949853","100857525"
"OG0006004","NP_990826","396491"
"OG0006005","XP_015143955","100858460"
"OG0006006","XP_040506989","419333"
"OG0006007","XP_416274","418037"
"OG0006008","XP_416268","418031"
"OG0006009","XP_015139949","395573"
"OG0006010","XP_040512033","418030"
"OG0006011","NP_990471","396041"
"OG0006012","XP_416266","418029"
"OG0006013","NP_001124210","418028"
"OG0006018","XP_004937790","427903"
"OG0006019","NP_001265078","771364"
"OG0006020","XP_015144116","418021"
"OG0006021","NP_001006242","418019"
"OG0006022","NP_001006240","418014"
"OG0006023","NP_001026040","419342"
"OG0006024","XP_416248","418012"
"OG0006025","NP_990211","395693"
"OG0006026","XP_040525091","770756"
"OG0006027","NP_990860","396540"
"OG0006028","XP_015144356","418008"
"OG0006029","XP_004937770","418005"
"OG0006030","XP_040525033","418004"
"OG0006031","XP_040525022","418002"
"OG0006033","NP_001006237","417997"
"OG0006035","NP_001012552","417992"
"OG0006036","NP_001264303","417990"
"OG0006037","XP_025010893","417989"
"OG0006038","NP_001074341","769286"
"OG0006039","XP_025010846","427899"
"OG0006040","XP_425472","427898"
"OG0006041","NP_001182486","417981"
"OG0006042","XP_004937746","417980"
"OG0006043","NP_001305379","417978"
"OG0006044","NP_001012832","417974"
"OG0006046","XP_004937740","417969"
"OG0006047","XP_416207","417968"
"OG0006048","XP_416206","417967"
"OG0006049","XP_040552260","417966"
"OG0006050","XP_040524352","417965"
"OG0006051","NP_001264299","417964"
"OG0006052","XP_015144848","769937"
"OG0006053","NP_001025925","417961"
"OG0006054","XP_417509","419346"
"OG0006055","XP_416200","417960"
"OG0006056","XP_004937733","769889"
"OG0006057","NP_001006335","420047"
"OG0006058","XP_001232656","769390"
"OG0006059","XP_004937725","427880"
"OG0006060","NP_001135727","427879"
"OG0006061","NP_001188315","417943"
"OG0006062","NP_990375","395912"
"OG0006063","NP_001264293","417941"
"OG0006064","XP_417511","419349"
"OG0006065","NP_989739","378929"
"OG0006066","XP_040552062","417936"
"OG0006067","XP_416176","417935"
"OG0006068","NP_001383975","417934"
"OG0006069","XP_040508688","417932"
"OG0006070","NP_001264292","417931"
"OG0006071","NP_001383839","373902"
"OG0006072","XP_015140219","417930"
"OG0006073","XP_416167","417926"
"OG0006074","XP_040526471","417925"
"OG0006075","NP_001025921","417922"
"OG0006076","XP_015151992","428169"
"OG0006077","NP_001025920","417919"
"OG0006078","NP_989735","378924"
"OG0006079","XP_004937702","417914"
"OG0006080","XP_015139411","417913"
"OG0006082","NP_001171687","417907"
"OG0006083","XP_416147","417905"
"OG0006084","NP_001383972","417900"
"OG0006085","XP_004937684","417899"
"OG0006087","XP_040506554","100538348"
"OG0006088","XP_001235001","771761"
"OG0006089","XP_040514194","418089"
"OG0006090","NP_990081","395510"
"OG0006092","XP_416314","418078"
"OG0006093","XP_004937872","418077"
"OG0006095","XP_004937870","418070"
"OG0006096","NP_990473","396047"
"OG0006097","XP_416305","418069"
"OG0006098","NP_001025932","418066"
"OG0006099","XP_416300","418064"
"OG0006100","NP_001012555","418063"
"OG0006102","NP_001006243","418058"
"OG0006103","XP_425482","427909"
"OG0006104","NP_001001767","414881"
"OG0006105","XP_015143858","418041"
"OG0006106","XP_004937802","771154"
"OG0006107","XP_040512041","100859397"
"OG0006108","XP_004950962","101750333"
"OG0006109","XP_416271","418034"
"OG0006110","NP_001012553","418033"
"OG0006111","NP_001384850","418032"
"OG0006112","NP_990065","395486"
"OG0006113","NP_001013014","418026"
"OG0006114","XP_416260","418024"
"OG0006115","XP_040552597","418022"
"OG0006116","XP_025011076","418020"
"OG0006118","XP_040525107","101752246"
"OG0006119","NP_989601","374128"
"OG0006120","XP_015151899","419356"
"OG0006121","NP_001239207","418015"
"OG0006122","NP_001006239","418011"
"OG0006123","XP_001234070","770747"
"OG0006124","NP_001025928","418003"
"OG0006125","NP_001186179","418001"
"OG0006126","XP_004937767","418000"
"OG0006127","NP_001006238","417999"
"OG0006128","XP_015151965","107054826"
"OG0006129","NP_989519","374009"
"OG0006130","XP_001233783","770448"
"OG0006131","NP_990258","395767"
"OG0006132","XP_040524689","417985"
"OG0006133","XP_003640428","100857803"
"OG0006134","NP_001032917","417983"
"OG0006135","NP_001038103","417982"
"OG0006136","NP_001161200","396547"
"OG0006137","NP_001265037","427897"
"OG0006138","NP_001264302","417976"
"OG0006140","NP_001007854","417959"
"OG0006141","XP_025010713","107048995"
"OG0006142","XP_040523870","417940"
"OG0006143","NP_001025923","417939"
"OG0006145","XP_025010694","417937"
"OG0006146","XP_025010685","427878"
"OG0006147","NP_989968","395348"
"OG0006148","XP_040559162","417929"
"OG0006150","NP_001006236","417924"
"OG0006151","XP_015140105","417923"
"OG0006152","XP_003640413","417921"
"OG0006153","NP_001384044","417918"
"OG0006154","XP_004947108","419208"
"OG0006155","XP_416158","417917"
"OG0006157","XP_025010569","417911"
"OG0006158","XP_015139476","417908"
"OG0006159","XP_015139570","417904"
"OG0006160","XP_015139558","417901"
"OG0006161","NP_001012828","417898"
"OG0006162","XP_004937680","417896"
"OG0006163","XP_015139328","417895"
"OG0006165","XP_015141130","422702"
"OG0006166","NP_001182406","420046"
"OG0006167","NP_001026322","422704"
"OG0006169","XP_015134420","415364"
"OG0006170","XP_040562735","100857587"
"OG0006171","NP_001025531","395551"
"OG0006172","XP_001233846","770506"
"OG0006173","NP_001376518","101749169"
"OG0006175","NP_001383739","373948"
"OG0006176","XP_025009686","415369"
"OG0006177","XP_004944826","101747697"
"OG0006178","XP_414511","416182"
"OG0006179","XP_015149078","416181"
"OG0006181","NP_990598","396203"
"OG0006182","XP_040503017","769726"
"OG0006183","XP_025010797","416174"
"OG0006184","NP_989933","395301"
"OG0006185","XP_015149110","769453"
"OG0006186","XP_414518","416191"
"OG0006187","XP_004944819","416190"
"OG0006188","NP_001020780","416189"
"OG0006189","NP_001006147","416183"
"OG0006190","XP_040527859","419006"
"OG0006191","NP_001264206","419001"
"OG0006192","NP_001264759","418999"
"OG0006193","NP_001243067","428093"
"OG0006194","XP_003640639","418997"
"OG0006195","NP_001384815","395555"
"OG0006196","NP_001264752","418996"
"OG0006197","XP_425648","428090"
"OG0006198","XP_015136040","428089"
"OG0006199","XP_025002659","426136"
"OG0006200","XP_417200","419007"
"OG0006201","XP_004938927","419003"
"OG0006202","XP_015135951","419002"
"OG0006203","NP_001025717","415373"
"OG0006204","NP_001006280","419000"
"OG0006205","XP_015135967","100859821"
"OG0006206","XP_040509137","428094"
"OG0006207","XP_015135978","418998"
"OG0006208","XP_015135999","772164"
"OG0006209","NP_001026658","428092"
"OG0006210","XP_425649","428091"
"OG0006211","XP_417189","418994"
"OG0006212","XP_417188","418993"
"OG0006213","XP_040562169","396366"
"OG0006214","XP_015136094","428088"
"OG0006215","NP_001004765","421088"
"OG0006216","NP_001265079","421085"
"OG0006217","XP_419166","421080"
"OG0006219","XP_015133470","421077"
"OG0006220","XP_015133464","428523"
"OG0006221","XP_015133492","768914"
"OG0006222","XP_004939828","421071"
"OG0006224","XP_419143","421056"
"OG0006225","XP_015133425","421059"
"OG0006226","XP_015138071","396339"
"OG0006227","XP_015138042","100859693"
"OG0006228","NP_990492","396070"
"OG0006229","XP_015138047","421055"
"OG0006230","XP_004939809","421054"
"OG0006231","XP_040551578","421053"
"OG0006233","XP_004939806","769685"
"OG0006234","NP_001001615","414745"
"OG0006236","XP_419170","421086"
"OG0006237","XP_004939860","421083"
"OG0006238","XP_015133466","428524"
"OG0006239","XP_419162","421076"
"OG0006240","XP_419161","421075"
"OG0006241","XP_004939838","421074"
"OG0006242","XP_040544373","421073"
"OG0006244","XP_419150","421063"
"OG0006245","NP_001308538","421062"
"OG0006246","NP_001034688","421061"
"OG0006247","XP_001231315","768430"
"OG0006249","NP_001001291","408251"
"OG0006250","XP_015133436","421058"
"OG0006251","XP_425063","427491"
"OG0006252","NP_990290","395805"
"OG0006253","NP_001138665","769357"
"OG0006254","XP_040508034","419731"
"OG0006255","XP_015153603","419729"
"OG0006256","NP_001006317","419727"
"OG0006257","NP_001276816","415377"
"OG0006258","XP_040508022","419726"
"OG0006259","NP_990227","395714"
"OG0006260","NP_001264910","420045"
"OG0006261","XP_004948024","428236"
"OG0006262","XP_015153472","419723"
"OG0006263","XP_040508019","419718"
"OG0006265","NP_001006316","419711"
"OG0006266","NP_001305920","100857165"
"OG0006268","XP_015153535","768763"
"OG0006270","NP_001385225","374067"
"OG0006271","XP_040562757","415378"
"OG0006272","XP_015153612","101751641"
"OG0006273","NP_001384528","373949"
"OG0006274","XP_040508085","419744"
"OG0006275","XP_015153658","419747"
"OG0006278","XP_015153662","100857756"
"OG0006280","NP_001304666","100857845"
"OG0006281","NP_001304665","419753"
"OG0006282","XP_015153671","428240"
"OG0006283","XP_015153673","419754"
"OG0006284","XP_040507952","378897"
"OG0006285","XP_040508098","428242"
"OG0006286","NP_001265052","419781"
"OG0006288","NP_990507","396089"
"OG0006289","NP_001001527","414136"
"OG0006290","XP_040508168","770939"
"OG0006291","XP_015153788","419798"
"OG0006292","XP_004948203","419794"
"OG0006293","XP_015153430","395312"
"OG0006294","XP_015134485","415380"
"OG0006295","XP_040508172","771186"
"OG0006296","NP_001106761","428252"
"OG0006297","NP_001290382","395275"
"OG0006298","NP_001384637","396062"
"OG0006299","XP_015153486","419779"
"OG0006301","XP_425065","427493"
"OG0006303","NP_990825","396490"
"OG0006304","NP_001025528","395455"
"OG0006305","XP_015153714","419764"
"OG0006306","NP_001265049","419761"
"OG0006307","NP_001308417","419759"
"OG0006308","XP_004948118","428245"
"OG0006309","XP_024999110","414897"
"OG0006311","XP_024998957","419784"
"OG0006312","NP_001268976","419783"
"OG0006313","XP_040508195","419702"
"OG0006314","XP_024999057","419701"
"OG0006315","XP_004948119","428244"
"OG0006316","NP_001185485","419730"
"OG0006317","XP_024999098","419724"
"OG0006318","XP_040507971","396235"
"OG0006319","XP_003642655","419719"
"OG0006320","XP_417859","419716"
"OG0006321","XP_004943817","415383"
"OG0006322","NP_001020000","419715"
"OG0006323","NP_001034366","419713"
"OG0006325","NP_989676","374260"
"OG0006327","XP_001231937","768808"
"OG0006328","XP_040508010","768736"
"OG0006329","XP_015134478","415387"
"OG0006330","XP_417851","419707"
"OG0006331","XP_015153564","100858578"
"OG0006332","XP_040508202","419705"
"OG0006332","XP_040508202","419704"
"OG0006334","XP_015153616","769222"
"OG0006335","XP_015135540","100858999"
"OG0006336","XP_015134474","415386"
"OG0006337","XP_004948057","428237"
"OG0006338","XP_417876","419736"
"OG0006339","XP_004948064","419737"
"OG0006340","XP_417878","419738"
"OG0006341","XP_040509288","121107692"
"OG0006342","XP_003642647","428238"
"OG0006343","XP_040508071","769528"
"OG0006345","NP_001025518","395342"
"OG0006346","XP_015153661","419748"
"OG0006347","NP_990204","395686"
"OG0006349","XP_015153428","395161"
"OG0006350","XP_015134461","415388"
"OG0006351","XP_024999006","100857875"
"OG0006352","NP_990257","395766"
"OG0006353","XP_040508005","100859299"
"OG0006354","XP_001232467","769989"
"OG0006355","XP_004948094","769803"
"OG0006357","XP_004948095","419755"
"OG0006358","XP_417894","419756"
"OG0006359","XP_015153557","768557"
"OG0006360","NP_001376472","419800"
"OG0006361","XP_417933","419796"
"OG0006363","XP_015153518","428253"
"OG0006364","XP_015153780","770784"
"OG0006365","XP_003642663","100859406"
"OG0006366","NP_990843","396518"
"OG0006367","XP_417915","419777"
"OG0006368","XP_015153740","419774"
"OG0006369","XP_001233789","770454"
"OG0006370","NP_001034686","419771"
"OG0006371","XP_015153727","100859131"
"OG0006372","NP_001280155","415390"
"OG0006373","XP_040508113","419769"
"OG0006374","XP_015153722","419768"
"OG0006375","XP_040508127","419767"
"OG0006376","NP_990269","395780"
"OG0006377","XP_003642643","428256"
"OG0006378","XP_025009773","415395"
"OG0006379","XP_040508006","428247"
"OG0006380","XP_024998964","428246"
"OG0006381","NP_001026081","419758"
"OG0006382","XP_015153697","101749042"
"OG0006383","NP_001264991","419757"
"OG0006384","XP_417918","419780"
"OG0006385","NP_001072967","770561"
"OG0006386","XP_015134405","415396"
"OG0006388","NP_001006320","419788"
"OG0006390","XP_015134378","415400"
"OG0006391","XP_418968","420881"
"OG0006393","XP_025003444","420887"
"OG0006394","NP_989630","374179"
"OG0006395","NP_001006376","420889"
"OG0006396","XP_015137679","420894"
"OG0006397","XP_015134231","374021"
"OG0006398","XP_004939740","101749622"
"OG0006398","XP_004939740","420895"
"OG0006399","XP_418986","420900"
"OG0006401","XP_040551533","420905"
"OG0006403","XP_025003441","420885"
"OG0006404","NP_001280167","415402"
"OG0006405","XP_015137673","420890"
"OG0006407","XP_418979","395089"
"OG0006408","XP_418982","420896"
"OG0006409","NP_001026173","420902"
"OG0006410","XP_040532831","396282"
"OG0006411","XP_418989","420903"
"OG0006412","XP_418167","420044"
"OG0006413","XP_015137683","420904"
"OG0006414","XP_004939746","769909"
"OG0006415","XP_015137689","420907"
"OG0006416","XP_040546262","420753"
"OG0006418","XP_040552255","420801"
"OG0006420","NP_001291984","420798"
"OG0006421","XP_040552259","420805"
"OG0006422","XP_040552284","420811"
"OG0006423","XP_025003394","428474"
"OG0006424","NP_990370","395902"
"OG0006425","XP_418905","420813"
"OG0006426","XP_015131319","395359"
"OG0006427","XP_004935134","420803"
"OG0006428","NP_001383455","420804"
"OG0006429","XP_015131342","420806"
"OG0006430","XP_015131422","420815"
"OG0006431","XP_025003989","768579"
"OG0006432","XP_001231879","768760"
"OG0006433","XP_015134404","415404"
"OG0006434","XP_040502806","416142"
"OG0006435","NP_001377781","769167"
"OG0006436","XP_040511314","395565"
"OG0006437","XP_015136170","427325"
"OG0006438","XP_040562771","415405"
"OG0006439","XP_015148996","100858407"
"OG0006439","XP_015148996","416143"
"OG0006440","NP_990180","395654"
"OG0006441","XP_424906","427326"
"OG0006442","NP_990813","396475"
"OG0006443","XP_015134250","396334"
"OG0006444","XP_015136113","770790"
"OG0006445","XP_040553566","418237"
"OG0006446","XP_040559133","427935"
"OG0006447","NP_001291963","420909"
"OG0006448","NP_001026685","428485"
"OG0006449","XP_004943836","415593"
"OG0006450","NP_001006379","420911"
"OG0006451","XP_015137700","428490"
"OG0006452","NP_989447","373905"
"OG0006453","XP_003640826","100859798"
"OG0006454","XP_040530022","373921"
"OG0006455","XP_015147363","415406"
"OG0006456","XP_426048","428492"
"OG0006457","XP_004935161","427097"
"OG0006458","XP_015137707","769855"
"OG0006460","XP_040551659","420925"
"OG0006461","XP_040551660","420926"
"OG0006463","XP_004935177","428499"
"OG0006464","NP_001012581","420930"
"OG0006466","XP_015137750","420931"
"OG0006467","XP_004935186","428502"
"OG0006468","XP_004935185","420932"
"OG0006469","NP_001376385","770425"
"OG0006470","XP_025003493","420942"
"OG0006471","XP_015137776","420944"
"OG0006472","XP_025002813","395974"
"OG0006473","XP_001234039","420946"
"OG0006474","XP_015137775","420947"
"OG0006475","XP_413958","415590"
"OG0006476","NP_001034371","420948"
"OG0006477","XP_418996","420910"
"OG0006478","XP_015137727","420914"
"OG0006479","NP_001012580","420917"
"OG0006480","XP_004935171","420924"
"OG0006481","XP_015147623","415588"
"OG0006482","XP_040551662","420929"
"OG0006483","XP_003640829","100857376"
"OG0006484","XP_015137790","420935"
"OG0006485","XP_040551412","770453"
"OG0006486","NP_001026175","420938"
"OG0006487","XP_040551326","420939"
"OG0006488","XP_419024","420940"
"OG0006489","XP_040551942","420943"
"OG0006490","XP_421405","423503"
"OG0006491","XP_015143361","776144"
"OG0006492","XP_004936487","423505"
"OG0006493","NP_001383040","395457"
"OG0006494","NP_001383287","395575"
"OG0006496","NP_001264477","423513"
"OG0006497","XP_025007126","423516"
"OG0006500","XP_003641490","395601"
"OG0006501","XP_025007040","423524"
"OG0006502","XP_015143398","423528"
"OG0006503","NP_001001466","378791"
"OG0006505","NP_001264483","423530"
"OG0006506","NP_001258083","100859762"
"OG0006507","XP_015142993","423541"
"OG0006508","XP_040558078","423545"
"OG0006509","XP_015142996","423549"
"OG0006510","XP_421443","423551"
"OG0006511","XP_015147605","425858"
"OG0006512","XP_015142791","396335"
"OG0006514","XP_421446","423555"
"OG0006515","NP_001289729","373917"
"OG0006517","XP_015143411","423558"
"OG0006518","XP_040557081","423559"
"OG0006519","XP_001235056","776040"
"OG0006520","NP_001026385","423560"
"OG0006521","NP_001026770","431056"
"OG0006522","NP_001028178","423561"
"OG0006523","NP_990568","396165"
"OG0006524","XP_003641477","423588"
"OG0006525","XP_015132260","423587"
"OG0006526","XP_040557763","423584"
"OG0006527","XP_004936574","428930"
"OG0006528","XP_004936563","428928"
"OG0006529","XP_015132235","423578"
"OG0006530","XP_040562645","415579"
"OG0006531","XP_421464","423575"
"OG0006532","NP_001264491","423574"
"OG0006533","NP_001075174","428927"
"OG0006534","NP_001239258","428926"
"OG0006535","NP_001012608","423569"
"OG0006536","XP_015132273","423596"
"OG0006537","XP_025006785","423506"
"OG0006538","NP_001384156","423508"
"OG0006540","XP_004936498","423517"
"OG0006541","XP_421417","423518"
"OG0006542","XP_421418","423519"
"OG0006543","XP_004936499","423521"
"OG0006544","XP_421423","423527"
"OG0006545","NP_001007088","415577"
"OG0006546","XP_421428","423531"
"OG0006547","NP_001038157","723789"
"OG0006548","NP_001006491","423542"
"OG0006549","XP_040557465","776258"
"OG0006550","XP_040557364","423547"
"OG0006551","XP_421441","423548"
"OG0006552","NP_001376302","415575"
"OG0006553","XP_015143410","428922"
"OG0006554","XP_015142997","423554"
"OG0006555","NP_990554","396146"
"OG0006558","NP_001006494","423586"
"OG0006559","NP_001264498","423585"
"OG0006560","XP_015132259","428932"
"OG0006561","NP_001076834","100034745"
"OG0006562","NP_001012790","415574"
"OG0006563","XP_015132255","423583"
"OG0006564","NP_001384251","396326"
"OG0006565","XP_003641499","100857753"
"OG0006566","XP_015132234","423577"
"OG0006567","XP_421462","423573"
"OG0006568","XP_421460","423571"
"OG0006569","XP_015147612","554283"
"OG0006571","XP_015132211","423567"
"OG0006572","XP_015132222","428925"
"OG0006573","XP_421455","423565"
"OG0006574","XP_025006731","423563"
"OG0006575","XP_004936585","423593"
"OG0006576","NP_001383930","100857997"
"OG0006577","NP_989972","395353"
"OG0006579","XP_421485","423599"
"OG0006580","XP_420643","422690"
"OG0006581","XP_015131824","422692"
"OG0006582","XP_025006170","428736"
"OG0006583","XP_015147707","415561"
"OG0006584","XP_015131898","422645"
"OG0006585","NP_989594","374117"
"OG0006586","XP_015131909","422639"
"OG0006587","XP_413930","415560"
"OG0006588","NP_996788","404269"
"OG0006589","XP_015131924","422634"
"OG0006590","XP_420475","422512"
"OG0006591","NP_001335584","422511"
"OG0006592","XP_040555326","428770"
"OG0006593","XP_003641313","100858173"
"OG0006594","NP_001264557","415558"
"OG0006595","XP_420646","422693"
"OG0006596","NP_001074357","771726"
"OG0006597","XP_015131804","448833"
"OG0006598","NP_990213","395696"
"OG0006599","NP_001006451","422648"
"OG0006600","XP_015131905","422644"
"OG0006600","XP_015131905","422643"
"OG0006602","XP_015131911","422641"
"OG0006603","XP_040555659","422640"
"OG0006604","XP_420593","422638"
"OG0006605","XP_420592","422636"
"OG0006607","XP_420470","422506"
"OG0006608","NP_001006584","427317"
"OG0006609","NP_989755","387330"
"OG0006610","XP_004949769","426807"
"OG0006611","XP_015136294","768672"
"OG0006612","XP_015136283","100859250"
"OG0006613","NP_998749","404778"
"OG0006614","NP_001026504","425215"
"OG0006615","XP_040512342","431626"
"OG0006616","XP_025000717","427318"
"OG0006617","XP_424417","426806"
"OG0006618","XP_424416","426805"
"OG0006619","XP_424415","426804"
"OG0006620","XP_040506819","419141"
"OG0006621","NP_001026019","419140"
"OG0006623","NP_989669","374249"
"OG0006624","XP_040506824","419145"
"OG0006625","XP_417331","419146"
"OG0006627","NP_001006285","419139"
"OG0006628","XP_015151739","419138"
"OG0006629","XP_413922","415552"
"OG0006630","XP_417328","419143"
"OG0006631","XP_015138570","420323"
"OG0006632","NP_989722","378908"
"OG0006633","NP_001019750","420322"
"OG0006634","XP_040551343","420321"
"OG0006635","NP_990548","396140"
"OG0006636","XP_004940107","420319"
"OG0006637","NP_001012708","415548"
"OG0006638","XP_040534982","420324"
"OG0006639","NP_001376406","100857838"
"OG0006640","XP_418427","420317"
"OG0006641","XP_015147730","415541"
"OG0006642","XP_004935210","420951"
"OG0006643","XP_015137844","420952"
"OG0006644","XP_419039","420954"
"OG0006645","XP_419041","420956"
"OG0006646","XP_015137826","420963"
"OG0006647","NP_001264328","420968"
"OG0006648","NP_001264327","395758"
"OG0006649","NP_001026177","420970"
"OG0006650","XP_003640835","100858092"
"OG0006651","NP_001382887","420973"
"OG0006652","XP_004935228","420974"
"OG0006653","NP_001025509","374185"
"OG0006654","XP_015137838","420957"
"OG0006655","NP_001005825","415540"
"OG0006656","XP_015137830","420962"
"OG0006657","XP_419048","420964"
"OG0006658","XP_419050","420966"
"OG0006659","NP_001103162","420967"
"OG0006660","NP_001006382","420969"
"OG0006661","XP_419056","420971"
"OG0006662","XP_040540209","420972"
"OG0006663","NP_001001744","373974"
"OG0006665","XP_004935230","420977"
"OG0006666","XP_015137885","420979"
"OG0006667","XP_015154385","419817"
"OG0006668","NP_001383265","378914"
"OG0006669","NP_001182483","419815"
"OG0006670","XP_040508851","419814"
"OG0006671","XP_015154609","100859805"
"OG0006672","XP_004934938","419813"
"OG0006673","XP_001233973","770638"
"OG0006674","NP_001376454","417398"
"OG0006675","XP_004943953","427512"
"OG0006676","XP_415652","417399"
"OG0006677","NP_001264952","417400"
"OG0006678","NP_001012821","417403"
"OG0006679","XP_004946226","417406"
"OG0006680","XP_415661","417409"
"OG0006681","XP_003642366","417413"
"OG0006682","XP_413902","415533"
"OG0006684","XP_415671","417419"
"OG0006685","XP_015135461","417421"
"OG0006686","XP_040505648","417391"
"OG0006687","XP_004946214","417393"
"OG0006688","XP_015135358","417397"
"OG0006689","XP_004943944","427511"
"OG0006689","XP_004943944","415531"
"OG0006690","XP_040505651","427807"
"OG0006691","XP_001234226","770911"
"OG0006692","NP_001305387","417401"
"OG0006693","XP_415654","417402"
"OG0006694","XP_425379","427808"
"OG0006695","NP_001006207","417405"
"OG0006696","NP_001073187","417407"
"OG0006697","NP_001257654","417408"
"OG0006698","XP_004943943","415530"
"OG0006699","XP_040505709","417411"
"OG0006700","XP_415664","417412"
"OG0006702","XP_004946245","771243"
"OG0006703","XP_415670","417418"
"OG0006704","XP_015135357","395629"
"OG0006705","NP_001265384","769261"
"OG0006706","XP_040507491","503574"
"OG0006707","XP_015147743","415528"
"OG0006708","XP_015140258","421867"
"OG0006709","XP_004940500","421868"
"OG0006710","XP_015140281","421869"
"OG0006712","XP_419887","421870"
"OG0006713","XP_015140284","421871"
"OG0006714","NP_001094381","771873"
"OG0006715","XP_015140232","421874"
"OG0006716","NP_001185532","415526"
"OG0006718","XP_426201","428643"
"OG0006719","NP_001385026","421879"
"OG0006720","XP_419897","421880"
"OG0006721","XP_015140345","421881"
"OG0006722","NP_990479","396053"
"OG0006723","NP_001019755","428644"
"OG0006724","XP_015140388","428645"
"OG0006725","NP_001264954","421888"
"OG0006726","XP_419910","421894"
"OG0006727","XP_015140326","428646"
"OG0006729","NP_001001776","414895"
"OG0006730","XP_040562306","415525"
"OG0006731","XP_015140404","421897"
"OG0006732","NP_001383097","395610"
"OG0006733","XP_025004839","421903"
"OG0006734","XP_003641068","100858913"
"OG0006735","XP_004940504","421873"
"OG0006737","XP_025009761","395454"
"OG0006738","XP_015140332","428641"
"OG0006739","NP_001012898","421878"
"OG0006741","XP_004940520","421885"
"OG0006742","XP_015140385","421886"
"OG0006743","XP_015140382","421887"
"OG0006744","XP_040553360","421889"
"OG0006746","NP_996863","404300"
"OG0006747","XP_419916","421898"
"OG0006748","NP_001098789","100125976"
"OG0006750","XP_025004611","428648"
"OG0006751","XP_001235643","421900"
"OG0006752","NP_001026258","421902"
"OG0006753","XP_413968","415600"
"OG0006754","NP_001376322","415520"
"OG0006755","XP_413969","415601"
"OG0006756","XP_001233248","769933"
"OG0006757","XP_040511738","770334"
"OG0006758","XP_004949322","101752225"
"OG0006760","XP_015135900","396219"
"OG0006761","XP_426289","428731"
"OG0006762","XP_004940992","422438"
"OG0006764","XP_015143744","426277"
"OG0006765","NP_001026758","430409"
"OG0006766","XP_040512569","107050717"
"OG0006767","XP_040562297","415518"
"OG0006768","XP_015140150","771133"
"OG0006770","XP_003641063","100857561"
"OG0006771","XP_003641061","421802"
"OG0006773","NP_001376500","430374"
"OG0006774","XP_004940417","421798"
"OG0006775","XP_015140093","421796"
"OG0006776","XP_040553094","421793"
"OG0006777","XP_025004509","421791"
"OG0006778","NP_001292140","421790"
"OG0006779","NP_001376501","426648"
"OG0006780","NP_001001299","408032"
"OG0006782","XP_015140002","421784"
"OG0006783","XP_004940405","421783"
"OG0006784","XP_040553616","421782"
"OG0006785","XP_419807","421781"
"OG0006786","NP_001264939","421779"
"OG0006787","XP_040553608","421778"
"OG0006788","XP_015147558","395670"
"OG0006789","NP_001305370","421777"
"OG0006790","NP_001385023","421775"
"OG0006791","XP_015140035","428626"
"OG0006792","XP_004940390","421767"
"OG0006793","XP_004940384","421766"
"OG0006794","NP_001385009","421762"
"OG0006795","XP_015140052","421761"
"OG0006796","NP_001006407","421760"
"OG0006797","XP_419787","770953"
"OG0006797","XP_419787","421757"
"OG0006798","NP_001012587","421755"
"OG0006799","XP_015139994","421754"
"OG0006800","XP_426180","428623"
"OG0006801","XP_040554249","421752"
"OG0006802","XP_419781","421750"
"OG0006803","XP_004940355","421749"
